# Athena++ data at time=6.280000e+03  cycle=-460660288  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3     
0000  8.61138e-05  2.41795e-03  2.09521e-02  3.39121e-06  6.36773e-07  0.00000e+00
0001  9.55903e-05  1.80512e-03  2.09522e-02  3.23886e-06  8.23178e-07  0.00000e+00
0002  1.04687e-04  1.80512e-03  2.09522e-02 -3.23886e-06  8.23178e-07  0.00000e+00
0003  1.14222e-04  2.41795e-03  2.09521e-02 -3.39121e-06  6.36773e-07  0.00000e+00
0004  1.24623e-04  3.36926e-03  2.09515e-02 -6.44113e-06  4.56261e-07  0.00000e+00
0005  1.35971e-04  4.36526e-03  2.09496e-02 -8.11307e-06  3.27421e-07  0.00000e+00
0006  1.48349e-04  5.23475e-03  2.09458e-02 -9.40731e-06  2.41329e-07  0.00000e+00
0007  1.61853e-04  5.93542e-03  2.09390e-02 -9.79297e-06  1.83645e-07  0.00000e+00
0008  1.76585e-04  6.50366e-03  2.09287e-02 -9.57103e-06  1.43876e-07  0.00000e+00
0009  1.92655e-04  7.00216e-03  2.09141e-02 -8.83531e-06  1.15374e-07  0.00000e+00
0010  2.10187e-04  7.49259e-03  2.08948e-02 -7.98048e-06  9.40885e-08  0.00000e+00
0011  2.29312e-04  8.03007e-03  2.08704e-02 -6.98186e-06  7.75646e-08  0.00000e+00
0012  2.50175e-04  8.66386e-03  2.08405e-02 -5.99754e-06  6.43064e-08  0.00000e+00
0013  2.72935e-04  9.43940e-03  2.08048e-02 -5.11016e-06  5.33964e-08  0.00000e+00
0014  2.97764e-04  1.04002e-02  2.07629e-02 -4.37748e-06  4.42667e-08  0.00000e+00
0015  3.24849e-04  1.15899e-02  2.07142e-02 -3.80743e-06  3.65585e-08  0.00000e+00
0016  3.54397e-04  1.30545e-02  2.06584e-02 -3.38037e-06  3.00354e-08  0.00000e+00
0017  3.86631e-04  1.48447e-02  2.05949e-02 -3.06744e-06  2.45295e-08  0.00000e+00
0018  4.21794e-04  1.70175e-02  2.05231e-02 -2.84017e-06  1.99090e-08  0.00000e+00
0019  4.60155e-04  1.96379e-02  2.04424e-02 -2.67623e-06  1.60613e-08  0.00000e+00
0020  5.02002e-04  2.27802e-02  2.03522e-02 -2.56044e-06  1.28841e-08  0.00000e+00
0021  5.47652e-04  2.65294e-02  2.02519e-02 -2.48050e-06  1.02826e-08  0.00000e+00
0022  5.97453e-04  3.09824e-02  2.01408e-02 -2.42853e-06  8.16965e-09  0.00000e+00
0023  6.51781e-04  3.62491e-02  2.00183e-02 -2.39743e-06  6.46595e-09  0.00000e+00
0024  7.11046e-04  4.24536e-02  1.98836e-02 -2.38491e-06  5.10108e-09  0.00000e+00
0025  7.75699e-04  4.97359e-02  1.97361e-02 -2.38890e-06  4.01374e-09  0.00000e+00
0026  8.46230e-04  5.82525e-02  1.95752e-02 -2.40585e-06  3.15157e-09  0.00000e+00
0027  9.23171e-04  6.81777e-02  1.94003e-02 -2.43549e-06  2.47061e-09  0.00000e+00
0028  1.00711e-03  7.97049e-02  1.92106e-02 -2.47728e-06  1.93448e-09  0.00000e+00
0029  1.09867e-03  9.30469e-02  1.90057e-02 -2.53098e-06  1.51345e-09  0.00000e+00
0030  1.19856e-03  1.08437e-01  1.87850e-02 -2.59660e-06  1.18348e-09  0.00000e+00
0031  1.30753e-03  1.26127e-01  1.85480e-02 -2.67435e-06  9.25237e-10  0.00000e+00
0032  1.42640e-03  1.46391e-01  1.82944e-02 -2.76465e-06  7.23358e-10  0.00000e+00
0033  1.55608e-03  1.69521e-01  1.80238e-02 -2.86804e-06  5.65651e-10  0.00000e+00
0034  1.69755e-03  1.95826e-01  1.77358e-02 -2.98524e-06  4.42501e-10  0.00000e+00
0035  1.85187e-03  2.25629e-01  1.74305e-02 -3.11710e-06  3.46351e-10  0.00000e+00
0036  2.02023e-03  2.59263e-01  1.71077e-02 -3.26461e-06  2.71279e-10  0.00000e+00
0037  2.20388e-03  2.97069e-01  1.67675e-02 -3.42891e-06  2.12652e-10  0.00000e+00
0038  2.40423e-03  3.39383e-01  1.64101e-02 -3.61126e-06  1.66852e-10  0.00000e+00
0039  2.62280e-03  3.86531e-01  1.60359e-02 -3.81308e-06  1.31058e-10  0.00000e+00
0040  2.86123e-03  4.38817e-01  1.56454e-02 -4.03593e-06  1.03070e-10  0.00000e+00
0041  3.12134e-03  4.96510e-01  1.52393e-02 -4.28153e-06  8.11734e-11  0.00000e+00
0042  3.40508e-03  5.59824e-01  1.48184e-02 -4.55179e-06  6.40333e-11  0.00000e+00
0043  3.71462e-03  6.28901e-01  1.43837e-02 -4.84879e-06  5.06085e-11  0.00000e+00
0044  4.05230e-03  7.03788e-01  1.39366e-02 -5.17487e-06  4.00874e-11  0.00000e+00
0045  4.42068e-03  7.84404e-01  1.34784e-02 -5.53265e-06  3.18368e-11  0.00000e+00
0046  4.82253e-03  8.70515e-01  1.30109e-02 -5.92507e-06  2.53626e-11  0.00000e+00
0047  5.26092e-03  9.61692e-01  1.25357e-02 -6.35540e-06  2.02786e-11  0.00000e+00
0048  5.73916e-03  1.05727e+00  1.20550e-02 -6.82709e-06  1.62830e-11  0.00000e+00
0049  6.26087e-03  1.15632e+00  1.15710e-02 -7.34340e-06  1.31394e-11  0.00000e+00
0050  6.83000e-03  1.25757e+00  1.10860e-02 -7.90669e-06  1.06630e-11  0.00000e+00
0051  7.45086e-03  1.35937e+00  1.06026e-02 -8.51741e-06  8.70850e-12  0.00000e+00
0052  8.12817e-03  1.45968e+00  1.01235e-02 -9.17351e-06  7.16223e-12  0.00000e+00
0053  8.86704e-03  1.55601e+00  9.65152e-03 -9.87105e-06  5.93482e-12  0.00000e+00
0054  9.67307e-03  1.64549e+00  9.18941e-03 -1.06019e-05  4.95616e-12  0.00000e+00
0055  1.05524e-02  1.72490e+00  8.74001e-03 -1.13445e-05  4.17129e-12  0.00000e+00
0056  1.15116e-02  1.79097e+00  8.30601e-03 -1.20505e-05  3.53726e-12  0.00000e+00
0057  1.25580e-02  1.84085e+00  7.88984e-03 -1.25998e-05  3.02064e-12  0.00000e+00
0058  1.36996e-02  1.87306e+00  7.49341e-03 -1.28055e-05  2.59564e-12  0.00000e+00
0059  1.49449e-02  1.88885e+00  7.11770e-03 -1.26437e-05  2.24262e-12  0.00000e+00
0060  1.63034e-02  1.89321e+00  6.76240e-03 -1.26828e-05  1.94692e-12  0.00000e+00
0061  1.77854e-02  1.89034e+00  6.42585e-03 -1.39052e-05  1.69789e-12  0.00000e+00
0062  1.94021e-02  1.87690e+00  6.10584e-03 -1.58039e-05  1.48807e-12  0.00000e+00
